term,frequency
with a subtle hint of olive undertones,1
reflecting a life spent outdoors. dark,1
almost black hair is styled in a choppy undercut,1
with longer strands falling across their forehead and partially obscuring their eyes. the hair is slightly damp from the rain,1
adding to the atmosphere. their eyes are a piercing shade of icy blue,1
alight with intense concentration and a hint of underlying aggression. a subtle scar runs diagonally across their left eyebrow,1
adding to their hardened appearance. they are clad in a meticulously crafted outfit of dark grey and black tactical gear. a form fitting,1
dark grey long sleeved shirt,1
made of a breathable,1
technical fabric,1
hugs their torso,1
revealing the contours of their muscles. black tactical pants,1
reinforced with subtle padding,1
are tucked into heavily worn,1
dark grey combat boots with pronounced treads. the boots are laced tightly,1
and a thick,1
dark grey strap runs across their chest,1
securing a weathered leather pouch. a black tactical vest,1
layered with multiple pockets and pouches,1
covers their upper body,1
showcasing a dark grey,1
advanced combat knife strapped to their right thigh. their left hand is clenched into a fist,1
suggesting readiness for action. the character’s posture is subtly crouched,1
with a slight lean forward,1
conveying a sense of alertness and coiled energy. their expression is one of unwavering resolve,1
a faint grimace indicating a steely determination. **clothing details:** the clothing is subtly distressed,1
showing signs of wear and tear,1
indicating a life of constant travel and conflict. **accessories:** a rugged,1
black tactical backpack is slung across their back,1
adding to their practical appearance. **background:** the alleyway is narrow and claustrophobic,1
constructed from weathered,1
grey stone. rain streaks down the walls,1
creating distorted reflections of the character and the surrounding environment. the ground is slick with rainwater,1
reflecting the dim light and adding to the sense of unease. the only source of light is the diffused glow of a distant neon sign advertising a sake bar,1
casting a sickly green hue across the scene. trash bins overflowing with refuse line the walls,1
adding to the gritty,1
urban atmosphere. the air is thick with the smell of rain,1
damp concrete,1
and distant exhaust fumes. **lighting & atmosphere:** the lighting is predominantly cool,1
with shades of grey,1
and green dominating the scene. the neon sign casts a harsh,1
saturated glow,1
contrasting with the muted tones of the alleyway. the rain adds a sense of depth and atmosphere,1
blurring the edges of objects and creating a palpable sense of tension. **weather & time:** it’s a rainy evening,1
approximately 7:00 pm,1
during the autumn season. the air is cold and damp. **action & pose:** the character is poised,1
ready for combat,1
their body language radiating power and precision. they’re in a defensive stance,1
their weight balanced,1
ready to react to any threat.,1
hoodie,1
black pants,1
hood down,1
hooded jacket,1
red jacket,1
fur trimmed jacket,1
torii,1
grey pants,1
orange jacket,1
shrine,1
fur trimmed hood,1
talisman,1
holding sheath,1
red socks,1
nike,1
orange hoodie,1
worst qualityâââ,1
black suspenders,1
multiple luma,1
patreon username:1.2,1
extra ear,1
3 ears,1
antennae,1
long tail,1
messy fur,1
bad quality long neck,1
too many fingers. loose limbs,1
yellow shirt,1
modern costume,1
modern costume crowd,1
modern building,1
artificial,1
polydactyl:1.5,1
head crop:1.2,1
nudity:1.4,1
bad composition:1.2,1
poorly cropped:1.2,1
hourglass:1.2,1
veil,1
structurezoov15,1
manboobs,1
backlight,1
ugly:1.3,1
morbid:1.2,1
mutilated:1.2,1
tranny:1.3,1
poorly drawn hands:1.3,1
bad proportions:1.3,1
more than 2 nipples:1.3,1
more than 1 navel:1.3,1
missing arms:1.3,1
fused fingers:1.6,1
too many fingers:1.6,1
unclear eyes:1.3,1
futa:1.1,1
double navel,1
mutad arms,1
hused arms,1
puffy nipples,1
dark areolae,1
dark nipples,1
rei no himo,1
inverted nipples,1
long nipples,1
dragon tail,1
outside border,1
approximately 22 years old,1
stands poised in a sun drenched meadow,1
captured from a low angle,1
cinematic shot – 45 degree camera angle,1
emphasizing her stature and the expansive landscape. the lighting is dramatic and golden hour – intense,1
warm,1
and focused,1
creating a halo effect around her face and upper body,1
while the background is softly illuminated with a gentle,1
diffused glow. **character description:** * **pose:** she is leaning slightly forward,1
her body angled towards the viewer,1
suggesting confidence and invitation. her left hand is delicately resting on a smooth,1
moss covered stone,1
while her right hand is gently holding a single,1
vibrant wildflower – a deep purple iris – held close to her heart. her fingers are slightly curled,1
adding to the serene and intimate feel. * **skin:** her skin is porcelain smooth,1
with a subtle blush across her cheeks from the warm sunlight. fine details of pores and skin texture are exquisitely rendered,1
indicating a high level of realism. * **hair:** her hair is a cascade of rich,1
auburn waves – a deep,1
coppery red with subtle highlights of gold and bronze – falling to her mid back. the strands are incredibly detailed,1
with individual curls and waves that catch the light realistically. some strands are subtly windblown,1
enhancing the sense of movement and dynamism. * **eyes:** her eyes are a mesmerizing shade of emerald green,1
radiating an intense,1
intelligent gaze. the irises are incredibly detailed,1
showcasing the complex patterns and textures of the eye. subtle highlights and reflections add a life like quality. * **body shape:** she possesses a slender,1
athletic build – toned but graceful. her shoulders are subtly rounded,1
and her waist is naturally curved. * **clothing:** she wears a flowing,1
ethereal gown of layered linen in shades of cream,1
pale gold,1
and ivory. the fabric drapes beautifully,1
creating soft folds and drapes. delicate embroidery in threads of silver and gold adorns the neckline and sleeves,1
depicting stylized wildflowers and vines. a delicate,1
hand crafted silver necklace with a single,1
iridescent moonstone pendant rests at her collarbone. * **accessories:** around her neck,1
a thin silver bracelet with a small,1
intricately carved leaf motif encircles her wrist. her feet are bare,1
and she is wearing simple,1
hand woven leather sandals. * **hands & feet:** hands and feet are highly detailed,1
with individual wrinkles,1
veins,1
and subtle imperfections – enhancing realism. **background & atmosphere:** * **setting:** a vast,1
rolling meadow bathed in the golden light of the setting sun. tall grasses sway gently in the breeze,1
creating an impression of constant motion. wildflowers – poppies,1
daisies,1
and lupines – scatter the meadow in vibrant hues. * **weather & time:** late afternoon,1
golden hour. the sky is a gradient of orange,1
and violet,1
with a few wispy clouds adding to the dramatic effect. a gentle breeze rustles through the grasses and wildflowers. * **depth of field:** shallow depth of field,1
with the woman and the wildflower in sharp focus,1
while the background gradually softens and blurs,1
creating a sense of depth and atmospheric perspective. * **lighting:** dramatic,1
volumetric lighting – shafts of golden light pierce through the clouds,1
dynamic shadows across the meadow. subtle god rays create a magical,1
ethereal atmosphere. **overall impression:** a portrait of serene beauty,1
power,1
and connection to nature. a sense of quiet strength,1
wisdom,1
and enchantment. the image should evoke feelings of peace,1
wonder,1
and timelessness. ultra realistic,1
highly detailed.,1
multicolored eyes,1
backless outfit,1
butterfly hair ornament,1
sideways glance,1
scales,1
green skin,1
butterfly wings,1
long pointy ears,1
other peoples,1
other humans,1
child body:1.3,1
teenage body:1.3,1
thermal,1
red panda,1
wrong hands,1
wrong body,1
no jewelry,1
watches,1
rings,1
yellow clothing,1
artifact:2,1
pierced nipples,1
ziprealism humans,1
unrealistic proportions 3d,1
awkward fingershands with unnatural shapes,1
artificial lighting,1
low contrast extra digits,1
digital,1
land,1
embedding:beyondsdxl neg v3,1
a man score 4,1
framing,1
borders:2.0,1
unprofessional hands,1
unaestheticxlv31,1
small lips,1
undefined lips,1
deep blue eyes,1
flower rainbow color,1
blue dress,1
pajamas,1
female child,1
sunbeam,1
nightgown,1
grapes,1
swing,1
log,1
wooden chair,1
panty bulge:0.9,1
scifi,1
bare ass,1
old female,1
5 fingers,1
8 fingers 4 fingers,1
3 fingers,1
harsh lighting abnormal amount of fingers,1
wrong hands photorealistic,1
grotesque,1
awkward,1
lopsided,1
unnatural,1
botched,1
repulsive,1
ghastly,1
hideous,1
unappealing,1
awful,1
frightful,1
odious,1
obnoxious,1
hateful,1
repugnant,1
sickening,1
vile,1
abhorrent,1
contemptible,1
execrable,1
repellent,1
distasteful,1
abominable,1
multiple,1
weird,1
uneven,1
furnishing,1
decorating,1
decoration,1
furniture,1
basic,1
failure,1
thousand hands:1.1,1
straight stitch,1
unpatterned,1
oversaturated: 2,1
saturated: 1.6,1
earthanimix neg,1
verybadimagenegative v1.1 6400,1
vile prompt3,1
night:1.5,1
dark blue sky:1.5,1
dark background:1.5,1
"""create a digital artwork of a scene featuring a stylized",1
anthropomorphic cat with striking green eyes and fur in shades of gray and white. the cat stands confidently on a rocky outcropping that protrudes from the foreground,1
its gaze directed towards the viewer. the background should be a lush expanse of foliage,1
with tall grasses,1
and mossy rocks. a soft glow emanates from the center of the image,1
casting an ethereal light that interacts with the cat's fur and the surrounding greenery. the color palette is muted,1
dominated by cool tones of blue,1
and gray,1
punctuated by accents of warm yellow greens where sunlight filters through the canopy. the art style should capture a sense of tranquility and mystery,1
reminiscent of a fantasy forest. consider a low angle perspective that emphasizes the cat's size in comparison to the viewer and the natural environment. the lighting should be soft and diffused,1
"with areas of shadows and highlights that suggest depth and three dimensionality.""",1
aqua eyes,1
yellow butterfly,1
bad id,1
bad twitter id,1
english commentary,1
long neck:1.3,1
cleft of venus,1
splatter,1
bokeh:1.5,1
red eyeshadow,1
character,1
foot marks,1
cartoonish appearance,1
bland textures. flat lighting,1
lack of contrast,1
blurry background. overly bright colors,1
no depth,1
no shadow detail. poorly defined armor,1
no texture. unrealistic proportions,1
unnatural shadows. no detail in the background,1
distracting elements. uninteresting composition,1
no focal point,1
lack of atmosphere. low resolution,1
pixelated textures,1
flat colors. harsh lighting,1
overexposed highlights,1
clashing colors. cluttered scene,1
unnatural elements.,1
lowres:1.4,1
blurry:1.4,1
face out of frame,1
mutant,1
monstrous,1
multi balls,1
multi penis,1
floating penis,1
dialogue,1
red sclera,1
robot,1
mecha,1
borders:1.3,1
boring e621 v4,1
trio,1
boring e621,1
face to face,1
bad line,1
empty eyes,1
bad penis,1
bag genitalia,1
soft penis,1
scary,1
holding a weapon,1
embedding:easynegativev2,1
embedding:bad hands 5,1
embedding:bad prompt version2 neg,1
deformed head shape,1
full package futanari,1
penis from girl,1
newhalf,1
collapsed eyeshadow,1
multiple eyebrows,1
vaginas in breasts,1
holes on breasts,1
fleckles,1
stretched nipples,1
gigantic penis,1
nipples on buttocks,1
analog,1
analogphoto,1
signatre,1
2 faces,1
{worst quality,1
normal quality},1
gray scale,1
{missing hands,1
bad hands},1
{missing legs,1
bad legs},1
{missing arms,1
bad arms},1
{missing thighs,1
bad thighs},1
{multiple people},1
by ct,1
{fused fingers,1
blurry finger},1
{missing finger,1
bad finger},1
mole on the skin,1
create a beautiful and dynamic illustration of a woman in a traditional japanese kimono,1
standing on a moss covered stone platform with a serene backdrop. the scene should be a blend of tranquility and elegance,1
set within an enchanted forest. the character is in her mid 20s,1
dark hair that cascades down her shoulders. she has almond shaped eyes and her skin is porcelain with a soft,1
natural glow. her kimono is adorned with cherry blossoms,1
symbolizing the transient beauty of life. the obi,1
the wide sash worn over the kimono,1
features red silk interspersed with delicate gold leaf patterns. she holds a small bamboo flute in her left hand,1
which she uses to play melodies to the forest animals. the background consists of towering trees with lush green foliage and vibrant cherry blossom branches hanging overhead. the ground is carpeted with red and pink cherry blossoms that have fallen from the trees,1
creating a picturesque scene. in the distance,1
a traditional japanese pavilion can be seen nestled among the trees. the atmosphere is one of calmness and serenity,1
as if time has paused to appreciate the beauty of nature and the grace of the character. the color palette should emphasize the natural hues of the forest and the warm tones of the kimono,1
with a balance of cooler greens and pinks against the warmer browns and cherry blossom reds. the lighting is soft and diffused,1
creating gentle shadows that add depth to the scene. the overall mood of the image should evoke a sense of peace and tranquility,1
capturing a moment of quiet reflection in the heart of nature.,1
kimono,1
obi,1
single hair bun,1
own hands together,1
pale skin,1
white skin,1
hairpin,1
castle,1
kanzashi,1
updo,1
grey sky,1
hanfu,1
crane \animal\,1
highly detailed digital painting,1
intricate details,1
breathtaking. **subject:** a striking female figure,1
approximately 28 years old,1
standing confidently in a rain slicked urban environment. **pose & composition:** medium shot,1
eye level view,1
slightly angled 3/4 profile. the character is positioned slightly off center,1
drawing the eye immediately. her body is turned slightly towards the viewer,1
conveying a sense of awareness and introspection. she's leaning slightly against a weathered brick wall,1
a subtle but impactful stance. **character appearance:** * **age:** 28 years old. * **skin:** pale,1
porcelain skin with subtle variations in tone – a hint of pink in the cheeks,1
a delicate flush on her neck. natural texture with fine wrinkles around the eyes. * **hair:** raven black,1
long approximately shoulder length,1
with subtle iridescent sheen reflecting the neon lights. the hair is styled in loose waves,1
slightly messy but deliberate,1
falling across her shoulders. the hair has a slight wet look due to the rain. * **eyes:** intense,1
piercing teal colored eyes,1
with a depth of emotion – a mix of melancholy and determination. reflections of the neon signs dance in her eyes. the pupils are slightly dilated,1
hinting at a heightened state of awareness. * **body shape:** slender and athletic build,1
with a defined torso and toned arms. * **clothing:** she wears a distressed black leather jacket,1
partially unzipped,1
revealing a dark grey,1
fitted long sleeved shirt. the jacket has worn in patches and subtle scuffs. beneath the shirt,1
a dark grey slim fit t shirt. black,1
distressed combat boots with a slight sheen from the rain. a delicate silver chain with a small,1
dark obsidian pendant hangs around her neck. * **accessories:** fingerless black leather gloves,1
adding to the edgy aesthetic. **environment:** * **location:** a rain soaked alleyway in a cyberpunk inspired city. the architecture is a blend of decaying industrial structures and futuristic holographic advertisements. * **weather:** heavy rain,1
creating a shimmering,1
distorted effect on the surfaces. water droplets cling to every surface,1
reflecting the neon lights. the rain is intense but not overwhelming,1
creating a dramatic and moody atmosphere. * **time & season:** late evening,1
during a summer storm. * **lighting:** primarily dominated by the harsh,1
saturated glow of neon signs – vibrant pinks,1
and greens – emanating from the holographic advertisements and storefronts. these colors cast dramatic shadows and reflections. the artificial light contrasts sharply with the darkness of the alleyway. some ambient light from distant streetlights adds to the atmosphere. * **background details:** * graffiti art covering the brick walls – intricate geometric patterns and stylized figures. * holographic advertisements flicker above,1
displaying futuristic products and services. * steam rising from manholes and ventilation shafts. * a discarded ramen container lying on the ground. **effects:** * heavy rain effect – water droplets,1
shimmering reflections,1
wet surfaces. * neon light bloom – halo effect around the light sources. * subtle chromatic aberration – slight distortion of colors,1
enhancing the cyberpunk aesthetic. **camera details:** * lens: 35mm,1
f/1.8 * depth of field: shallow,1
blurring the background slightly to emphasize the subject. **color palette:** dominant colors: black,1
teal,1
and green. the overall mood is dark,1
atmospheric,1
and slightly melancholic,1
yet infused with a sense of cool,1
edgy style.,1
ahoge,1
off shoulder,1
white thighhighs,1
two side up,1
plaid,1
black ribbon,1
black bow,1
leg up,1
white footwear,1
antenna hair,1
white socks,1
single thighhigh,1
multicolored clothes,1
vertical stripes,1
between legs,1
puffy long sleeves,1
asymmetrical legwear,1
knee up,1
v arms,1
open coat,1
hand between legs,1
crossed bangs,1
unzipped,1
uneven legwear,1
overalls,1
>:\,1
pink jacket,1
mismatched legwear,1
foot out of frame,1
grey shorts,1
brown shorts,1
single sock,1
contrail,1
ribbed legwear,1
overall shorts,1
not a anime,1
not a furry,1
grotesque face,1
not furry,1
humanoid face,1
humanoid feet,1
humanoid ears,1
humanoid hands,1
chibi inset,1
character doll,1
graffiti text,1
jpeg compression residue,1
camera flash,1
subtitle,1
picture,1
angular face:1.3,1
pointy chin,1
chibi. loli,1
purple background,1
light skinned male,1
caucasian male,1
african male,1
interracial,1
belly folds,1
ordinary setting,1
neutral expression,1
harsh shadows multiple sun,1
multiple moon,1
exaggerated,1
crowded scene,1
fat ass,1
modern clothing,1
no steampunk elements,1
no realistic lighting,1
simple setting,1
wearing hat,1
dry textures,1
matte surfaces,1
sitting on the road,1
extra tails,1
graffiti,1
western,1
<lora:badhands:0.5>,1
bad shadows,1
tiny waist,1
merged:1.5,1
combined:1.3,1
extra fingers:1.3,1
malformed hand:1.3,1
pov hand,1
missing contact,1
disconnected touch,1
air groping,1
shadow hands,1
extra limbs:1.2,1
wonky eyes,1
mutated eyes,1
fused eyes,1
uncanny valley,1
pseudo signature,1
blocked view,1
obscured anatomy,1
blank expression,1
mannequin,1
real person,1
horse,1
hooves,1
mlp,1
double buns,1
there is a young woman with long hair,1
wearing a traditional indigenous attire that includes a beaded headband,1
a feathered collar around her neck,1
and intricate detailing on her clothing. her skin tone is fair,1
her eyes are dark with flecks of blue,1
and she has a calm expression. she is holding the head of a gray wolf with a distinctive white muzzle,1
which appears to be made of a soft,1
glowing substance that gives off an ethereal quality. the background consists of autumn leaves in various shades of orange and yellow,1
autumnal atmosphere. the lighting suggests a sunset or sunrise with the sun low on the horizon,1
casting long shadows and highlighting the textures of the leaves and the woman's hair. there are no visible texts in the image.,1
twin braids,1
wolf ears,1
hair over shoulder,1
side braid,1
hood up,1
animal hood,1
yellow flower,1
wolf girl,1
autumn leaves,1
ears through headwear,1
autumn,1
fox,1
orange flower,1
orange theme,1
wheat,1
pelt,1
fonts,1
typography,1
crossed arms,1
peace sign,1
low quality lowres bad camel toe,1
low quality lowres faeces,1
low quality lowres trans gender,1
low quality lowres greyscale,1
low quality lowres owres,1
low quality lowres low poylgon 3d game,1
workflow embedded in video,1
drag into comfyui,1
poorly drawn hand,1
poorly drawn eye,1
blue armor,1
red colors,1
red shirt,1
flaps,1
artistname,1
serval cat,1
wrong fingers,1
neghands neg xl,1
imgfixerpre0.3 xl,1
zpdxl3 xl,1
fused fingered,1
